index,product,user_id,age,date,review,ratings,repurchase,packaging,price
197,Blush - Orgasm,snowbound,44-55,4 years ago," I love this blush, because it is the perfect subtle shade that is neutral but visible. It's not too neutral or brown - definitely not like a bronzer.  It's not too pink or too peach.  I find it...",4.0,65%,4.1,4
198,Blush - Orgasm,shine07,25-29,5 years ago,Great blush. A bit too sparkly for me but it is an everyday color that will suit about anyone. It's also a great deal considering how long it ,3.0,65%,4.1,4
199,Blush - Orgasm,kitty55,56 & Over,5 years ago,"This is a great color, BUT it is way too metallic for me. Too many gold flecks that made me look very old or at least much older than I am. Showed every wrinkle and pore. Returned. ",2.0,65%,4.1,4
200,Blush - Orgasm,janerover,30-35,5 years ago,"I""m disappointed with this product. I gave this away, I couldn't wear it.

Firstly, it is a beautiful pink color on my cheeks. But those gold flecks...! It highlights my pores, makes them look...",3.0,65%,4.1,4
201,Blush - Orgasm,ilookcool,36-43,5 years ago,Beautiful color. Perfect amount of shimmer. Unfortunately the lasting power is too poor for the price. Starts to fade on me in 5 hours. Will not purchase again because the poor lasting power.,3.0,65%,4.1,4
202,Blush - Orgasm,anasuya,19-24,5 years ago,"Best blush I've used.  This blush has a nice texture, and great wear time, the only downfall is the price.  Pulls a red undertone as opposed to a peach, which makes you look like you're glowing,...",5.0,65%,4.1,4
203,Blush - Orgasm,kaylalynn341,44-55,5 years ago,"I received NARS orgasm blush as a sample in my latest copy of Allure.  I wasn't expecting much, but decided to give it a try.  Was most pleasantly surprised!  The blush is almost creamy when...",4.0,65%,4.1,4
204,Blush - Orgasm,Amieet,25-29,5 years ago,"I love this blush. It's the perfect colour for my skin tone (fair/blonde).

Applies evenly, nice pigment. Slight shimmer which is lovely and not too much.

Packaging is sturdy and strong. Yes...",5.0,65%,4.1,4
210,Blush - Orgasm,celorenz,56 & Over,5 years ago,"I don't understand why everybody is fascinated by this blush.  On my face it looks perfectly common, none better than any other blush I ever used.  Clever marketing created enough hype for people...",2.0,65%,4.1,4
211,Blush - Orgasm,SkinFanaticJane,25-29,5 years ago,Color and shimmer are almost perfect.   Staying power is excellent since it is pigmented.  Each tub lasts me 2 months and I use this A LOT.  Works well with all skin types. Always does the trick...,5.0,65%,4.1,4
212,Blush - Orgasm,leslieramos033,30-35,5 years ago,One of the most iconic blush shades there is out there. Rosey/peachy color that looks so flattering during the summer time. Has a silky texture and has a shimmer/matte look. I use daily in my...,5.0,65%,4.1,4
213,Blush - Orgasm,homersmom,44-55,5 years ago,Totally agree with all the hype.....I'm very fair skinned and I think this blush looks amazing.  I use an e.l.f. blush brush and run a swoosh of Ulta highlighter above my cheekbones and get lots of...,5.0,65%,4.1,4
214,Blush - Orgasm,cfarinaxo,19-24,5 years ago,"UPDATE: I have fallen more in love with this blush, I figured out just how to make it work for me and I love it. HOWEVERRR, I found a dupe! For $23, By Elizabeth Mott ""Show me your cheeks"" in peach...",4.0,65%,4.1,4
215,Blush - Orgasm,HappyUnicornSmile,19-24,5 years ago,I bought this because it is a cult classic. I've wondered every day since I purchased it why it has such a cult following. I am pale with a neutral undertone leaning more towards yellow with blond...,3.0,65%,4.1,4
216,Blush - Orgasm,1017,36-43,5 years ago,"I am nw20, deep winter.  Orgasm looks nice on me in the summer and a bit too orange in the winter.  The color itself is a nice peachy pink and I can see why it is so popular.  But there are a few...",3.0,65%,4.1,4
217,Blush - Orgasm,ransomnote,56 & Over,5 years ago,"I held burial services for the lemming that sacrificed it's life trying to talk me out of buying this blush. Why didn't I listen to my lemming when it tried to reason with me? 
If peach shimmery...",2.0,65%,4.1,4
218,Blush - Orgasm,vw8,30-35,5 years ago,I bought NARS Orgasm blush about 6 years ago as I saw my friend's cheek was glowing and had a really nice soft coral touch to it. She told me she used this blush (she is fair skinned) and I quickly...,1.0,65%,4.1,4
219,Blush - Orgasm,lizcious,19-24,5 years ago,"I love this blush, my another HG beside MAC sheertone. Not too pigmented and good for daily used. First, I used it I felt lil' bit annoyed by the glitter effect but lately I tried to trick it as...",4.0,65%,4.1,4
225,Blush - Orgasm,Mariam1986,30-35,5 years ago,"I got this as a gift based on a lot of very good reviews. While the colour is flattering, the shimmer very pretty and it is extremely pigmented, for some reason it does not stay at all! I apply it...",2.0,65%,4.1,4
226,Blush - Orgasm,kaci,36-43,5 years ago,"This is my favorite blush. It is the perfect color and shimmer. The high pigmented blush stays on well and last all day, into the night. I feel that it lasts a really long time, maybe 4 or 5...",5.0,65%,4.1,4
227,Blush - Orgasm,ntonya,44-55,5 years ago,Bought this blush years ago because of all the good reviews but it is not suited for my skin. I think it looked awful on me because of the golden glitter-I hated that. It may be a good blush but...,1.0,65%,4.1,4
228,Blush - Orgasm,susannels,19-24,5 years ago,"This is a perfect ""go-to"" blush for me. It looks super natural and pretty on almost any makeup look. I am not a very big fan of blushes, but I have really grown to like this. 

I bought it at...",4.0,65%,4.1,4
229,Blush - Orgasm,ammit1984,30-35,5 years ago,"I've owned this blush about 3 times now and it wasn't one that I ran out to repurchase, it was one of those ""ohhh i remember that"" repurchases, like an old favourite that I forgot.

i'm an NC15...",5.0,65%,4.1,4
230,Blush - Orgasm,Chachachar,25-29,5 years ago,"I really do like this. It was pricey but seems to go far, perhaps because not too much product is needed. It's quite pigmented and I've found applying it with a light hand and slowly building is...",5.0,65%,4.1,4
231,Blush - Orgasm,sophie94,19-24,5 years ago,Love this blush. For me this is a beautiful and flattering shade. I especially love this if I'm going on a night out or when I'm tanned. Still looks great when I'm pale. If you are not in to...,5.0,65%,4.1,4
232,Blush - Orgasm,nadine90,25-29,5 years ago,This is my fav blush. I was worried it would accentuate my imperfections but the amount of shimmer is really low and it the shade beautifully compliments my skin. It's a blush that goes nearly with...,5.0,65%,4.1,4
233,Blush - Orgasm,meganmlr,Under 18,5 years ago,"This blush is so pretty ! 

It's a beautiful shade, the name is sightly off-putting but  i ended up buying it cause of how pretty it is! 
It's a bit pricey but it looks so natural so I think it...",4.0,65%,4.1,4
234,Blush - Orgasm,pixietrixie,30-35,5 years ago,"Like most other women, I absolutely love this color!! It's that perfect pinky, peachy gold that flatters most skin tones. Very rarely can a color pull off such an impressive achievement....",5.0,65%,4.1,4
240,Blush - Orgasm,Doody999,44-55,5 years ago,I bought this based on all the hyped reviews on YT. This is a blush that will suit anyone - mmmmmm sadly not. This did nothing for my NW20 skin - it just seemed to sit there with a shimmer that...,3.0,65%,4.1,4
241,Blush - Orgasm,BrandieJeanette,30-35,5 years ago,I got the Orgasm blush when I reached VIB at Sephora LAST YEAR! The smaller tray is super pigmented and last a very long time. When I hit pan I'm going for the fuller size. The color is perfect for...,5.0,65%,4.1,4
242,Blush - Orgasm,joannajl,36-43,5 years ago,This is the only blush I use.  I love the color - wish it was a bit cheaper.  ,5.0,65%,4.1,4
243,Blush - Orgasm,madisonjsteele,Under 18,5 years ago,This is my go to blush! It looks great on my skin and has the perfect amount of pink and the right amount of shimmer. NARS carries some of the best blushes out there! I've had this blush for about...,5.0,65%,4.1,4
244,Blush - Orgasm,savpaige,44-55,5 years ago,"I have been wearing this for years.  The lid fell off of my item, which is why I only gave the packaging a 3.  I like the peachy pink color and the bit of shimmer.  It works on my very light skin...",5.0,65%,4.1,4
245,Blush - Orgasm,OwlsNest,36-43,5 years ago,"So I work in cosmetics and got this as gratis. I was SOOO excited to try it because I had only tried the Milani dupe before. Once I got it home and applied it, I was crazy disappointed. Why?...",2.0,65%,4.1,4
246,Blush - Orgasm,xStarlightx,25-29,5 years ago,"I have been wearing Orgasm in both the blush and the blush stick (the Multiple all-in-one cream to powder) for years now. The shade is a shimmery peachy-pink.   It does create a beautiful, dewy...",5.0,65%,4.1,4
247,Blush - Orgasm,aabby11,36-43,5 years ago,Love the color and package so much. Price is a bit higher thou in my location.,4.0,65%,4.1,4
248,Blush - Orgasm,majic111,44-55,5 years ago,"NARS Orgasm had a reputation for being the best of blushes. I paid the insane high price because I thought I was buying the best blush on the market. NOT! I see, by the reviews here, that I'm not...",1.0,65%,4.1,4
249,Blush - Orgasm,AllysonJo,19-24,5 years ago,"NARS Orgasm Blush is really a pretty shade of pink with just the right amount of shimmer - it's a blush and highlight all in one. Although the shade is lovely in the pan, I have trouble applying...",4.0,65%,4.1,4
255,Blush - Orgasm,jensieras,25-29,5 years ago,"Pros:
1. Great pigmentation that suits a wide range of skin tone.
2. Flattering rose gold works for light to dark skin.
3. The shimmers are not too overpowering. The blush itself is very finely...",5.0,65%,4.1,4
256,Blush - Orgasm,hazl,25-29,5 years ago,"The color is beautiful,beautiful,my only problem with this blush is the pigmentation,I have to apply like 5 layers of it for it to show,and I have a hard time with my brushes picking up the...",2.0,65%,4.1,4
257,Blush - Orgasm,missinL,25-29,5 years ago,"I use it everyday since I got it. I have warm undertone and I use nars foundation medium 4 so I'm pretty tanned. Love the golden shimmer from this blush, the peachy tone goes good with my skin...",5.0,65%,4.1,4
258,Blush - Orgasm,joleneg,30-35,5 years ago,"I use this blush, and only this blush everyday(okay I do add bronzer in the summer). I've probably been using it for 4 years and only ever purchased it twice so it's safe to say you get a lot of...",4.0,65%,4.1,4
259,Blush - Orgasm,Kittens88,25-29,5 years ago,"I am really not sure how I feel about this product, to be honest. 

I bought it because this blush is one of those products you have to try. It such a cult classic in the makeup world, it would...",3.0,65%,4.1,4
260,Blush - Orgasm,DottySarah,36-43,5 years ago,"NC42 MAC/honey in Bobbi Brown/ 60 mat velvet Makeup Forever
Indian/oily skin

This is a soft and sheer, pressed powder blush and looks great on our darker Indian skin. I bought it for the hype...",4.0,65%,4.1,4
261,Blush - Orgasm,geegeegee,25-29,5 years ago,"Love the colour, love the shine, strongly dislike the price I had to pay for it here in Japan and would not pay the same to buy it again.",3.0,65%,4.1,4
262,Blush - Orgasm,dottielsj,44-55,5 years ago,"This is a universally flattering peachy pink shade with gold flecks.  It mimics a post coital flush, lol!  The powder is very pigmented and you don't need much at all to do the job.  It's best...",5.0,65%,4.1,4
263,Blush - Orgasm,Sassy283,25-29,5 years ago,I don't usually wear this blush in the fall and winter because my skin is very fair and I don't like the way it looks on me with my skin tone. BUT in the summer when I get more tan I LOVE this...,5.0,65%,4.1,4
264,Blush - Orgasm,msdixiemom,44-55,5 years ago,"As part of my New Year make up purge, I was going through my stash, tossing stuff, ending up with a bunch of different concealers,  powders, eyeliners, etc etc etc as keepers..... but only one...",5.0,65%,4.1,4
